CustomerKey,Fullname,BirthDate,Marital Status,Gender,DateFirstPurchase,CustomerType,Continent,Country,Province
12137,Stephanie J Peterson,1957-04-21,Single,FEMALE,2004-03-09,Person,North America,United States,California
12138,Chloe C Sanders,1957-10-23,Married,FEMALE,2002-02-11,Person,North America,Canada,British Columbia
12139,Angela Peterson,1957-08-26,Single,FEMALE,2004-03-25,Person,North America,United States,California
12140,Christian Yang,1956-06-16,Single,Male,2003-12-08,Person,North America,United States,California
12141,Tyler A Lee,1956-08-21,Married,Male,2003-08-20,Person,North America,United States,Washington
12142,Katherine M Long,1956-10-05,Married,FEMALE,2004-03-16,Person,North America,United States,Oregon
12143,Cara Wu,1956-07-01,Single,FEMALE,2004-03-16,Person,North America,United States,Oregon
12144,Jada S Phillips,1972-03-25,Married,FEMALE,2003-12-14,Person,North America,United States,Washington
12145,Zachary A Alexander,1972-05-02,Married,Male,2003-12-07,Person,North America,United States,Washington
12146,Nichole Xie,1972-09-24,Married,FEMALE,2003-12-28,Person,North America,United States,California
12147,Sarah Clark,1972-08-18,Single,FEMALE,2004-03-26,Person,North America,United States,California
12148,Wyatt P Smith,1970-01-09,Married,Male,2004-05-17,Person,North America,United States,California
12149,Nathan L Ross,1970-07-27,Married,Male,2003-12-20,Person,North America,United States,Washington
12150,Brandi M Rubio,1970-12-27,Married,FEMALE,2004-03-02,Person,North America,United States,California
12151,Gabriella Allen,1970-06-21,Married,FEMALE,2004-06-08,Person,North America,United States,California
12152,Michael A Brown,1970-07-08,Married,Male,2003-12-21,Person,North America,United States,Oregon
12153,Michelle Howard,1970-03-05,Married,FEMALE,2004-05-09,Person,North America,United States,Oregon
12154,Jenna M Hill,1969-02-15,Married,FEMALE,2003-09-22,Person,North America,United States,California
12155,Connor E Phillips,1969-09-27,Married,Male,2003-12-16,Person,North America,United States,Washington
12156,Victoria N Hall,1969-05-04,Married,FEMALE,2003-12-12,Person,North America,United States,California
12157,Samantha J Barnes,1969-06-07,Married,FEMALE,2003-12-28,Person,North America,United States,Oregon
12158,Valerie C Gao,1971-05-11,Married,FEMALE,2004-02-16,Person,North America,United States,Oregon
12159,Ana L Patterson,1971-08-11,Married,FEMALE,2003-12-26,Person,North America,United States,Washington
12160,Dalton Phillips,1971-01-02,Married,Male,2004-03-27,Person,North America,United States,California
12161,Aimee Huang,1971-01-13,Married,FEMALE,2004-03-20,Person,North America,United States,California
12162,Samuel C Scott,1971-05-11,Married,Male,2004-03-03,Person,North America,United States,California
12163,Sarah Flores,1971-09-06,Single,FEMALE,2004-03-16,Person,North America,United States,California
12164,Madison A Ross,1971-07-23,Married,FEMALE,2004-03-20,Person,North America,United States,California
12165,Kyle Bryant,1969-12-04,Single,Male,2002-02-22,Person,North America,Canada,British Columbia
12166,Natalie M Mitchell,1969-04-04,Married,FEMALE,2003-12-15,Person,North America,United States,California
12167,Cody Ward,1968-01-09,Single,Male,2003-12-20,Person,North America,United States,California
12168,Hailey C Jenkins,1968-07-06,Single,FEMALE,2004-03-25,Person,North America,United States,Washington
12169,Mya J Hayes,1968-03-16,Married,FEMALE,2004-03-05,Person,North America,United States,Oregon
12170,Corey T Andersen,1968-05-07,Single,Male,2004-03-25,Person,North America,United States,Washington
12171,Aaron Jai,1968-09-14,Single,Male,2004-03-06,Person,North America,United States,California
12172,Ethan Griffin,1967-12-28,Married,Male,2003-11-08,Person,North America,United States,California
12173,Alexandra C Thomas,1970-09-03,Married,FEMALE,2002-02-03,Person,North America,Canada,British Columbia
12174,Nathan Rodriguez,1970-09-11,Single,Male,2003-12-03,Person,North America,United States,Washington
12175,Gloria A Gonzales,1970-04-13,Single,FEMALE,2004-03-06,Person,North America,United States,California
12176,Melanie Flores,1970-12-13,Married,FEMALE,2004-03-08,Person,North America,United States,California
12177,Jesse A Ward,1967-05-02,Married,Male,2003-12-31,Person,North America,United States,California
12178,Savannah Richardson,1967-06-08,Single,FEMALE,2003-12-13,Person,North America,United States,Oregon
12179,Dalton Morris,1967-06-23,Single,Male,2003-12-23,Person,North America,United States,Washington
12180,Jordan Phillips,1966-02-22,Married,Male,2003-12-01,Person,North America,United States,Washington
12181,Olivia R Cook,1966-06-04,Single,FEMALE,2003-12-31,Person,North America,United States,Washington
12182,Evan Evans,1966-09-13,Single,Male,2004-01-20,Person,North America,United States,Washington
12183,Savannah Rivera,1966-08-26,Married,FEMALE,2004-07-12,Person,North America,United States,California
12184,Megan E Davis,1966-10-16,Single,FEMALE,2004-01-05,Person,North America,United States,California
12185,Hailey L Carter,1966-09-13,Single,FEMALE,2003-11-29,Person,North America,United States,California
12186,Fernando Edwards,1966-08-01,Married,Male,2004-03-27,Person,North America,United States,California
12187,Jordan Young,1966-12-05,Married,Male,2004-03-31,Person,North America,United States,California
12188,Andy C Munoz,1969-11-10,Married,Male,2004-03-21,Person,North America,United States,Washington
12189,Austin M Jai,1969-02-19,Single,Male,2003-08-30,Person,North America,United States,Washington
12190,Megan I Moore,1969-02-25,Married,FEMALE,2004-03-04,Person,North America,United States,California
12191,Nathaniel Ramirez,1921-03-10,Single,Male,2004-05-29,Person,North America,United States,California
12192,Gilbert Raji,1965-11-11,Single,Male,2004-01-16,Person,North America,United States,Washington
12193,Emily E Garcia,1965-04-08,Married,FEMALE,2004-03-08,Person,North America,United States,California
12194,Alexis Flores,1965-09-06,Married,FEMALE,2003-12-27,Person,North America,United States,Washington
12195,Shelby M Cook,1965-05-14,Married,FEMALE,2004-05-08,Person,North America,United States,California
12196,Xavier D Mohamed,1965-08-11,Single,Male,2004-01-15,Person,North America,United States,Oregon
12197,Carlos Roberts,1965-11-26,Single,Male,2003-12-08,Person,North America,Canada,British Columbia
12198,Cole W Cook,1965-11-26,Married,Male,2004-01-31,Person,North America,United States,California
12199,Jacqueline L Sanders,1965-09-09,Single,FEMALE,2003-10-03,Person,North America,United States,Oregon
12200,Brandon Hayes,1965-11-25,Married,Male,2004-01-17,Person,North America,United States,Washington
12201,Grace C Rodriguez,1965-08-11,Married,FEMALE,2003-12-08,Person,North America,United States,Washington
12202,Alyssa L Butler,1965-07-09,Single,FEMALE,2004-02-14,Person,North America,United States,California
12203,Terrance G Chandra,1965-11-17,Married,Male,2004-05-07,Person,North America,United States,Washington
12204,Dalton Jenkins,1965-04-02,Single,Male,2004-04-26,Person,North America,United States,Washington
12205,Katherine C Mitchell,1964-07-22,Single,FEMALE,2004-01-28,Person,North America,United States,Washington
12206,Katherine Sanders,1964-08-25,Single,FEMALE,2003-11-10,Person,North America,United States,California
12207,Jackson E Lal,1964-04-16,Single,Male,2004-02-05,Person,North America,United States,California
12208,Dalton B Baker,1964-07-13,Married,Male,2004-02-08,Person,North America,United States,California
12209,Janet S Watson,1924-07-06,Single,FEMALE,2004-02-02,Person,North America,Canada,British Columbia
12210,Lucas A Lewis,1964-06-04,Single,Male,2002-02-10,Person,North America,Canada,British Columbia
12211,Timothy K Gray,1963-11-23,Married,Male,2004-04-24,Person,North America,United States,California
12212,Rebekah E Kovár,1963-05-14,Married,FEMALE,2004-04-15,Person,North America,United States,Oregon
12213,James W Jones,1968-04-16,Single,Male,2004-05-26,Person,North America,United States,California
12214,Noah Green,1968-02-15,Single,Male,2004-04-24,Person,North America,United States,California
12215,Kaylee W James,1963-11-21,Married,FEMALE,2004-04-21,Person,North America,United States,California
12216,Juan C Richardson,1963-10-17,Married,Male,2004-03-26,Person,North America,United States,California
12217,Kevin C Hall,1963-03-07,Single,Male,2004-01-29,Person,North America,United States,California
12218,Michelle C Morgan,1963-02-20,Single,FEMALE,2004-01-04,Person,North America,United States,California
12219,Alisha Gao,1978-05-25,Single,FEMALE,2004-06-17,Person,Europe,Germany,Bavaria
12220,Alyssa West,1974-01-26,Single,FEMALE,2003-10-26,Person,Europe,United Kingdom,England
12221,Roy P Malhotra,1973-06-26,Single,Male,2003-09-27,Person,Europe,United Kingdom,England
12222,Leonard C Rai,1972-05-28,Single,Male,2004-01-14,Person,Europe,Germany,Bavaria
12223,Kristen A Wu,1973-03-24,Single,FEMALE,2004-04-01,Person,Europe,France,Moselle
12224,Angel A Howard,1973-03-24,Married,Male,2003-08-19,Person,Europe,United Kingdom,England
12225,Jonathan Scott,1973-01-22,Married,Male,2003-08-06,Person,Europe,United Kingdom,England
12226,Heidi R Patel,1973-09-02,Single,FEMALE,2003-08-12,Person,Europe,United Kingdom,England
12227,Leonard M Xie,1972-09-16,Single,Male,2004-01-16,Person,Europe,Germany,Hesse
12228,Anne Alonso,1972-12-23,Single,FEMALE,2004-04-02,Person,Europe,France,Yveline
12229,Candice Guo,1971-09-26,Single,FEMALE,2003-10-02,Person,Europe,Germany,Berlin
12230,Deborah W Raje,1971-10-11,Single,FEMALE,2004-04-10,Person,Europe,Germany,North Rhine-Westphalia
12231,Mya M Foster,1971-03-03,Single,FEMALE,2003-09-28,Person,Europe,United Kingdom,England
12232,Dylan H Moore,1971-03-05,Single,Male,2004-04-11,Person,Europe,France,Moselle
12233,Frank Serrano,1971-02-16,Single,Male,2003-10-08,Person,Europe,United Kingdom,England
12234,Bradley Sharma,1971-11-15,Single,Male,2004-06-28,Person,Europe,"Germany ",Bavaria
12235,Brent R Lu,1971-10-02,Single,Male,2003-07-03,Person,Europe,"Germany ",Bavaria
12236,Cedric Pal,1971-06-18,Single,Male,2003-08-08,Person,Europe,United Kingdom,England
12237,Nichole Kumar,1971-01-02,Single,FEMALE,2004-02-29,Person,Europe,United Kingdom,England
12238,Caleb C Young,1970-12-27,Single,Male,2003-08-26,Person,Europe,Germany,Hesse
12239,Thomas A Lee,1975-08-24,Single,Male,2004-01-09,Person,North America,United States,California
12240,Curtis O Wu,1974-05-19,Single,Male,2004-01-15,Person,North America,United States,California
12241,Phillip Chapman,1974-06-25,Single,Male,2004-03-29,Person,North America,United States,Washington
12242,Armando Torres,1974-10-20,Single,Male,2003-12-15,Person,North America,United States,Washington
12243,Andrew J Garcia,1974-10-04,Single,Male,2004-01-20,Person,North America,United States,Washington
12244,Jasmine K Rogers,1930-10-20,Married,FEMALE,2004-07-07,Person,North America,United States,Oregon
12245,Alexandra E Wagner,1966-06-07,Single,FEMALE,2003-11-14,Person,North America,Canada,British Columbia
12246,Morgan E James,1966-09-17,Single,FEMALE,2003-12-24,Person,North America,Canada,British Columbia
12247,Renee L Gill,1966-08-04,Single,FEMALE,2004-02-17,Person,North America,United States,Washington
12248,Alexander Garcia,1966-05-21,Single,Male,2004-05-14,Person,North America,United States,California
12249,Bailey D Peterson,1953-04-25,Married,FEMALE,2004-03-21,Person,North America,United States,Washington
12250,Tasha Nara,1953-08-17,Single,FEMALE,2003-08-07,Person,North America,United States,Washington
12251,Ashley D Lee,1953-04-14,Married,FEMALE,2004-03-27,Person,North America,United States,Washington
12252,Evan C Scott,1953-08-06,Married,Male,2003-09-18,Person,North America,United States,Washington
12253,Alexia Wood,1953-06-20,Single,FEMALE,2003-08-21,Person,North America,United States,California
12254,Brooke H Bell,1953-07-21,Single,FEMALE,2004-01-10,Person,North America,Canada,British Columbia
12255,Jack A Gonzalez,1953-09-24,Single,Male,2003-08-27,Person,North America,United States,California
12256,Xavier R Johnson,1954-11-07,Single,Male,2003-08-26,Person,North America,Canada,British Columbia
12257,Mario P Chande,1954-08-04,Single,Male,2004-03-23,Person,North America,United States,California
12258,Charles F Stewart,1954-05-26,Married,Male,2004-01-14,Person,North America,United States,California
12259,Megan S Watson,1955-01-16,Single,FEMALE,2003-12-24,Person,North America,United States,California
12260,John Taylor,1955-10-12,Married,Male,2004-05-13,Person,North America,United States,Washington
12261,Edwin Goel,1955-02-08,Married,Male,2004-04-25,Person,North America,United States,Oregon
12262,Jada Peterson,1955-04-19,Single,FEMALE,2004-01-11,Person,North America,United States,Washington
12263,Sydney Kelly,1955-03-22,Single,FEMALE,2004-04-15,Person,North America,United States,Oregon
12264,Angel Lopez,1955-12-27,Single,Male,2004-02-16,Person,North America,United States,Washington
12265,Warren Hu,1955-10-04,Married,Male,2004-01-22,Person,North America,United States,Washington
12266,Savannah James,1955-06-06,Married,FEMALE,2004-01-05,Person,North America,United States,Washington
12267,Jessica Watson,1955-11-27,Married,FEMALE,2004-01-14,Person,North America,United States,Washington
12268,Juan James,1955-04-13,Married,Male,2002-02-24,Person,North America,Canada,British Columbia
12269,Katelyn E Morris,1955-12-25,Married,FEMALE,2004-01-22,Person,North America,United States,California
12270,Taylor E Griffin,1956-06-23,Married,FEMALE,2004-01-28,Person,North America,United States,California
12271,Anna R Anderson,1956-09-16,Married,FEMALE,2004-02-03,Person,North America,United States,California
12272,Alexandra R Clark,1957-08-26,Married,FEMALE,2004-02-09,Person,North America,United States,California
12273,Tristan E Hayes,1957-05-12,Married,Male,2003-09-23,Person,North America,United States,California
12274,Benjamin C Long,1957-06-06,Married,Male,2004-07-30,Person,North America,United States,Washington
12275,Ethan C Jackson,1957-10-16,Married,Male,2003-08-31,Person,North America,United States,Washington
12276,Miguel S Jackson,1957-06-05,Married,Male,2004-05-09,Person,North America,United States,California
12277,Vincent A Zhou,1957-10-08,Married,Male,2004-01-12,Person,North America,United States,California
12278,Isaiah E Torres,1957-02-24,Married,Male,2003-08-08,Person,North America,United States,California
12279,Chloe F Flores,1957-04-12,Single,FEMALE,2003-12-16,Person,North America,United States,California
12280,Edward H Johnson,1957-06-19,Single,Male,2004-04-30,Person,North America,Canada,British Columbia
12281,Hannah A Alexander,1957-11-09,Married,FEMALE,2003-11-08,Person,North America,United States,Oregon
12282,Megan Harris,1957-08-25,Married,FEMALE,2002-03-31,Person,North America,Canada,British Columbia
12283,Ariana James,1957-12-02,Married,FEMALE,2003-11-02,Person,North America,United States,Oregon
12284,Haley W Torres,1958-12-24,Single,FEMALE,2002-03-16,Person,North America,Canada,British Columbia
12285,Wyatt M Coleman,1958-10-22,Single,Male,2004-01-24,Person,North America,Canada,British Columbia
12286,Latoya D Luo,1958-09-05,Single,FEMALE,2004-07-20,Person,North America,United States,Washington
12287,Taylor G Bell,1958-01-10,Married,FEMALE,2004-01-18,Person,North America,United States,California
12288,Juan N Kelly,1959-09-04,Single,Male,2004-02-02,Person,North America,United States,California
12289,Eduardo Evans,1959-03-11,Single,Male,2004-02-03,Person,North America,United States,California
12290,Justin A Robinson,1959-11-16,Married,Male,2003-08-17,Person,North America,United States,Oregon
12291,Angelica L Bennett,1959-05-06,Married,FEMALE,2004-07-14,Person,North America,Canada,British Columbia
12292,Timothy Evans,1959-12-20,Married,Male,2004-07-25,Person,North America,United States,Oregon
12293,Jose J Russell,1959-11-13,Single,Male,2004-01-31,Person,North America,United States,Washington
12294,Kaylee Peterson,1959-03-16,Single,FEMALE,2004-03-04,Person,North America,United States,California
12295,Suzanne R Chen,1959-04-17,Married,FEMALE,2003-12-03,Person,North America,United States,Washington
12296,Jaime M Torres,1959-08-16,Single,FEMALE,2004-03-16,Person,North America,United States,California
12297,Molly C Mehta,1972-12-15,Single,FEMALE,2004-02-23,Person,North America,United States,California
12298,Tyrone C Gomez,1972-01-07,Single,Male,2004-03-06,Person,North America,United States,California
12299,Robert L Martinez,1973-10-14,Single,Male,2004-03-19,Person,North America,United States,Washington
12300,Kristy E Jimenez,1968-05-20,Married,FEMALE,2003-08-30,Person,North America,United States,Washington
12301,Julia L Henderson,1968-08-04,Single,FEMALE,2003-10-20,Person,North America,United States,Washington
12302,Noah A Anderson,1968-07-26,Married,Male,2004-06-18,Person,North America,United States,California
12303,Fernando R Walker,1979-06-16,Single,Male,2004-02-19,Person,North America,United States,Washington
12304,Connor C Lal,1979-01-11,Married,Male,2004-04-26,Person,North America,United States,Oregon
12305,Jordan M Simmons,1979-03-19,Single,Male,2004-04-01,Person,North America,United States,California
12306,Robyn P Dominguez,1944-09-10,Married,FEMALE,2003-11-05,Person,Asia,Australia,Queensland
12307,Byron Ortega,1978-10-26,Single,Male,2002-03-10,Person,North America,Canada,British Columbia
12308,Meredith A Ramos,1947-06-02,Married,FEMALE,2003-11-12,Person,Asia,Australia,New South Wales
12309,Madison R Perry,1945-11-08,Married,FEMALE,2004-06-10,Person,Asia,Australia,New South Wales
12310,Latoya M Chande,1946-07-17,Married,FEMALE,2003-09-12,Person,Asia,Australia,New South Wales
12311,Sydney Wood,1946-08-15,Married,FEMALE,2003-01-21,Person,Asia,Australia,Victoria
12312,Veronica C Gonzalez,1946-07-12,Married,FEMALE,2003-01-06,Person,Asia,Australia,South Australia
12313,Sheena Lal,1947-05-04,Single,FEMALE,2004-03-09,Person,Asia,Australia,Queensland
12314,Corey H Lal,1947-12-13,Married,Male,2003-01-13,Person,Asia,Australia,New South Wales
12315,Alfredo C Munoz,1947-12-26,Married,Male,2003-01-10,Person,Asia,Australia,Victoria
12316,Carmen R Chandra,1947-06-23,Married,FEMALE,2004-04-29,Person,Asia,Australia,Victoria
12317,Billy Blanco,1947-08-06,Single,Male,2003-01-10,Person,Asia,Australia,Queensland
12318,Beth K Martin,1948-11-14,Married,FEMALE,2004-03-23,Person,Asia,Australia,Tasmania
12319,Patrick A Morgan,1978-10-03,Single,Male,2004-02-04,Person,North America,United States,California
12320,Luis Green,1978-10-12,Married,Male,2004-04-14,Person,North America,United States,California
12321,Kendra J Gomez,1949-06-17,Married,FEMALE,2003-01-22,Person,Asia,Australia,New South Wales
12322,Karl Xu,1950-06-26,Married,Male,2003-01-31,Person,Asia,Australia,Victoria
12323,Wesley Li,1950-06-21,Married,Male,2003-01-23,Person,Asia,Australia,Tasmania
12324,Alfredo T Alonso,1950-09-27,Married,Male,2003-01-26,Person,Asia,Australia,New South Wales
12325,Deborah Deng,1951-07-10,Married,FEMALE,2003-01-11,Person,Asia,Australia,Victoria
12326,Tiffany E Zimmerman,1951-02-22,Married,FEMALE,2003-01-26,Person,Asia,Australia,Victoria
12327,Tiffany K Ye,1980-07-22,Single,FEMALE,2004-02-19,Person,North America,United States,California
12328,Madison Moore,1980-06-03,Single,FEMALE,2004-04-05,Person,North America,United States,California
12329,Julian L Butler,1980-04-04,Married,Male,2004-02-27,Person,North America,United States,California
12330,Sharon Raji,1952-11-12,Married,FEMALE,2004-02-24,Person,Asia,Australia,New South Wales
12331,Julian C Washington,1953-11-02,Single,Male,2003-12-17,Person,Asia,Australia,Victoria
12332,Jeremiah Gray,1955-08-13,Married,Male,2003-01-28,Person,Asia,Australia,Victoria
12333,Martin l Garcia,1955-02-25,Single,Male,2003-01-01,Person,Asia,Australia,Queensland
12334,Steve I Sun,1975-09-13,Married,Male,2004-01-13,Person,North America,United States,Oregon
12335,Brandon Wilson,1975-06-20,Single,Male,2004-02-01,Person,North America,United States,Washington
12336,James Robinson,1975-02-21,Single,Male,2004-04-21,Person,North America,United States,Washington
12337,Jocelyn M Bryant,1975-11-19,Married,FEMALE,2003-09-13,Person,North America,United States,California
12338,Isaiah J Green,1975-11-07,Married,Male,2004-03-31,Person,North America,United States,California
12339,Lucas C Jenkins,1973-12-13,Married,Male,2004-02-18,Person,North America,United States,California
12340,Zoe Reed,1973-09-25,Single,FEMALE,2004-02-10,Person,North America,United States,Washington
12341,Mackenzie I Collins,1973-08-03,Married,FEMALE,2004-04-03,Person,North America,United States,California
12342,Kelvin Chen,1973-07-08,Single,Male,2004-04-10,Person,North America,United States,Washington
12343,Cristina M She,1973-04-11,Single,FEMALE,2004-04-10,Person,North America,United States,California
12344,Bruce E Rubio,1957-04-22,Single,Male,2003-01-31,Person,Asia,Australia,Victoria
12345,Sharon A Xu,1957-12-01,Single,FEMALE,2003-01-03,Person,Asia,Australia,Queensland
12346,Mario T Lal,1958-06-21,Single,Male,2004-01-25,Person,Asia,Australia,New South Wales
12347,Carly L Raji,1959-08-23,Single,FEMALE,2003-10-22,Person,Asia,Australia,New South Wales
12348,Eddie Carlson,1959-11-22,Married,Male,2004-03-09,Person,Asia,Australia,Queensland
12349,Tiffany A Chen,1959-01-23,Single,FEMALE,2003-01-23,Person,Asia,Australia,New South Wales
12350,Lauren L Johnson,1973-06-20,Single,FEMALE,2004-03-30,Person,North America,United States,California
12351,Natalie M Thomas,1973-10-20,Single,FEMALE,2004-07-06,Person,North America,Canada,British Columbia
12352,Lucas L Sanchez,1974-05-02,Single,Male,2002-03-09,Person,North America,Canada,British Columbia
12353,Kevin Mitchell,1974-11-01,Single,Male,2004-02-18,Person,North America,United States,Washington
12354,Sophia M Scott,1974-02-06,Married,FEMALE,2004-04-02,Person,North America,United States,Washington
12355,Eddie Gomez,1974-07-22,Single,Male,2003-09-01,Person,North America,United States,California
12356,Lance Serrano,1974-07-18,Single,Male,2004-02-08,Person,North America,United States,California
12357,Grace S Ward,1974-09-10,Single,FEMALE,2004-02-08,Person,North America,United States,California
12358,Micah A Yang,1974-05-05,Single,Male,2003-10-17,Person,North America,United States,California
12359,Alberto Alvarez,1974-04-11,Married,Male,2004-02-17,Person,North America,United States,California
12360,Dalton Alexander,1966-06-09,Single,Male,2004-04-11,Person,North America,United States,California
12361,Marcus E Moore,1966-07-02,Single,Male,2003-09-07,Person,North America,United States,California
12362,Chloe L Lopez,1958-07-18,Single,FEMALE,2004-07-19,Person,North America,United States,California
12363,Nicholas Martin,1957-09-20,Single,Male,2004-05-10,Person,North America,Canada,British Columbia
12364,David Russell,1957-11-17,Married,Male,2004-07-09,Person,North America,Canada,British Columbia
12365,Natalie C Young,1964-06-28,Single,FEMALE,2003-10-09,Person,North America,United States,California
12366,Vanessa Flores,1964-10-23,Single,FEMALE,2004-03-09,Person,North America,United States,California
12367,Fernando Campbell,1964-02-24,Single,Male,2003-10-09,Person,North America,United States,California
12368,Haley A Ramirez,1964-09-26,Married,FEMALE,2003-12-18,Person,North America,United States,Washington
12369,Cassidy L Flores,1964-11-22,Married,FEMALE,2004-01-03,Person,North America,Canada,British Columbia
12370,Morgan Washington,1964-04-19,Single,FEMALE,2004-03-13,Person,North America,United States,California
12371,Mya Alexander,1963-07-19,Single,FEMALE,2004-04-01,Person,North America,United States,Washington
12372,Katherine L Roberts,1963-02-16,Single,FEMALE,2004-03-08,Person,North America,United States,Washington
12373,Jack H Diaz,1963-03-09,Married,Male,2004-03-03,Person,North America,United States,Washington
12374,Gabrielle Murphy,1963-06-15,Single,FEMALE,2004-03-25,Person,North America,United States,Oregon
12375,Emma C Gray,1962-11-13,Married,FEMALE,2004-04-14,Person,North America,United States,California
12376,Christian D Zhang,1962-05-07,Married,Male,2004-04-25,Person,North America,United States,California
12377,Zachary H Flores,1962-06-18,Married,Male,2002-03-26,Person,North America,Canada,British Columbia
12378,Samantha Hayes,1962-05-07,Married,FEMALE,2004-04-23,Person,North America,United States,Washington
12379,Jackson D Phillips,1962-03-04,Married,Male,2002-03-20,Person,North America,Canada,British Columbia
12380,Riley R Richardson,1961-10-28,Single,FEMALE,2003-11-28,Person,North America,United States,Washington
12381,Gabriel B Campbell,1961-06-07,Married,Male,2003-09-27,Person,North America,United States,California
12382,Bianca Hu,1961-07-11,Married,FEMALE,2004-07-31,Person,North America,United States,Washington
12383,Xavier L Barnes,1961-08-08,Married,Male,2004-03-01,Person,North America,United States,California
12384,Caleb M Allen,1961-06-17,Married,Male,2004-03-08,Person,North America,United States,California
12385,Taylor Wilson,1961-02-09,Married,FEMALE,2004-03-24,Person,North America,United States,California
12386,Isaac M Brooks,1961-01-07,Married,Male,2002-03-06,Person,North America,Canada,British Columbia
12387,Jose Smith,1960-07-24,Single,Male,2004-03-26,Person,North America,United States,California
12388,Xavier L Perry,1960-02-09,Single,Male,2003-12-11,Person,North America,United States,Washington
12389,Ana Henderson,1960-09-27,Single,FEMALE,2004-06-08,Person,North America,United States,California
12390,Jack Perry,1960-09-25,Married,Male,2003-10-31,Person,North America,United States,Oregon
12391,Dakota Flores,1967-11-25,Single,Male,2004-03-08,Person,North America,United States,Washington
12392,Joanna Moreno,1967-06-24,Single,FEMALE,2004-03-24,Person,North America,United States,California
12393,Adrienne M Dominguez,1967-04-21,Single,FEMALE,2004-03-01,Person,North America,United States,California
12394,Jennifer M Anderson,1967-04-21,Single,FEMALE,2004-03-08,Person,North America,United States,California
12395,Anna K Bell,1967-12-22,Single,FEMALE,2004-03-11,Person,North America,United States,California
12396,Ryan A Martinez,1967-02-08,Single,Male,2004-03-16,Person,North America,United States,California
12397,Kaitlyn Long,1960-10-05,Married,FEMALE,2002-04-30,Person,North America,Canada,British Columbia
12398,Isabelle Bryant,1960-04-18,Married,FEMALE,2002-04-12,Person,North America,Canada,British Columbia
12399,Karl J Chander,1960-03-03,Married,Male,2004-03-21,Person,North America,United States,California
12400,Keith R Pal,1960-05-26,Married,Male,2004-03-01,Person,North America,United States,California
12401,Andrew G Lee,1959-09-07,Married,Male,2004-06-18,Person,North America,United States,California
12402,Evan Brooks,1959-03-17,Married,Male,2004-03-15,Person,North America,Canada,British Columbia
12403,Melissa F Cox,1959-05-27,Married,FEMALE,2003-08-29,Person,North America,United States,Washington
12404,Justin Powell,1958-02-07,Single,Male,2004-03-24,Person,North America,United States,Washington
12405,Amanda Peterson,1958-10-02,Single,FEMALE,2004-03-23,Person,North America,United States,Washington
12406,Kari G Madan,1958-09-10,Single,FEMALE,2003-09-21,Person,North America,United States,California
12407,Frederick Sanchez,1958-03-02,Married,Male,2003-08-20,Person,North America,United States,Washington
12408,Lauren D Garcia,1958-09-24,Single,FEMALE,2004-04-21,Person,North America,United States,California
12409,Ivan S Perez,1969-03-22,Single,Male,2003-01-04,Person,Asia,Australia,New South Wales
12410,Brad C Raji,1969-07-10,Single,Male,2003-01-06,Person,Asia,Australia,South Australia
12411,Carrie W Alvarez,1969-05-22,Married,FEMALE,2003-01-24,Person,Asia,Australia,New South Wales
12412,Cesar Prasad,1968-02-24,Single,Male,2003-01-02,Person,Asia,Australia,New South Wales
12413,Dalton M Coleman,1968-11-13,Single,Male,2003-01-15,Person,Asia,Australia,Queensland
12414,Max Ortega,1968-07-05,Married,Male,2003-01-20,Person,Asia,Australia,Queensland
12415,Damien L Lin,1968-05-26,Single,Male,2003-01-04,Person,Asia,Australia,South Australia
12416,Kristi Moreno,1968-05-11,Single,FEMALE,2003-01-02,Person,Asia,Australia,New South Wales
12417,Kristin Shan,1968-04-24,Married,FEMALE,2003-01-27,Person,Asia,Australia,Victoria
12418,Emmanuel Sai,1968-07-23,Single,Male,2003-01-21,Person,Asia,Australia,New South Wales
12419,Brittney Wu,1967-02-14,Married,FEMALE,2003-01-05,Person,Asia,Australia,New South Wales
12420,Shawna Xu,1967-05-05,Single,FEMALE,2004-05-01,Person,Asia,Australia,New South Wales
12421,Mario Moyer,1969-11-27,Single,Male,2003-01-26,Person,Asia,Australia,Tasmania
12422,Willie Yuan,1969-11-05,Single,Male,2003-01-04,Person,Asia,Australia,New South Wales
12423,Casey E Alonso,1969-01-14,Single,Male,2003-02-22,Person,Asia,Australia,New South Wales
12424,Adam Powell,1967-12-16,Married,Male,2003-02-04,Person,Asia,Australia,Queensland
12425,Adriana Subram,1967-04-24,Married,FEMALE,2003-10-20,Person,Asia,Australia,Victoria
12426,Rachael Lopez,1966-10-10,Married,FEMALE,2003-02-24,Person,Asia,Australia,Queensland
12427,Mathew Ferrier,1966-08-20,Single,Male,2004-04-15,Person,Asia,Australia,New South Wales
12428,Jay A Sai,1966-07-05,Married,Male,2004-06-06,Person,Asia,Australia,New South Wales
12429,Savannah J Bailey,1966-11-25,Married,FEMALE,2004-02-03,Person,Asia,Australia,New South Wales
12430,Jenny C Kumar,1966-10-05,Single,FEMALE,2003-02-17,Person,Asia,Australia,Queensland
12431,Savannah E Turner,1968-02-28,Single,FEMALE,2004-01-01,Person,Asia,Australia,Queensland
12432,Margaret Guo,1968-05-11,Married,FEMALE,2003-02-01,Person,Asia,Australia,Queensland
12433,Jordan Roberts,1968-10-10,Single,Male,2003-02-04,Person,Asia,Australia,Queensland
